Date,Returns,Social_Scores,Environment_Scores,Sentiment_Scores
9/1/2021,-0.001092679,6.1,7.93,0
9/2/2021,-0.005408358,6.1,7.93,0
9/3/2021,-0.002321775,6.1,7.93,0
9/7/2021,-0.003980611,6.1,7.93,0
9/8/2021,-0.011866654,6.1,7.93,0
9/9/2021,0.016364816,6.1,7.93,0
9/10/2021,0.00153055,6.1,7.93,0
9/13/2021,-0.024879223,6.1,7.93,0
9/14/2021,-0.004764354,6.1,7.93,0
9/15/2021,-0.005353936,6.1,7.93,0
9/16/2021,-0.001963128,6.1,7.93,0
9/17/2021,-0.00748736,6.1,7.93,-0.159989362
9/20/2021,-0.013872895,6.1,7.93,0
9/21/2021,0.004991924,6.1,7.93,-0.0772
9/22/2021,0.015610877,6.1,7.93,0.083966667
9/23/2021,0.013592476,6.1,7.93,0.157016667
9/24/2021,-0.062601864,6.1,7.93,0.134775
9/27/2021,-0.010361676,6.1,7.93,0.01238
9/28/2021,-0.018508446,6.1,7.93,0.204133333
9/29/2021,0.004955273,6.1,7.93,0
9/30/2021,-0.005410276,6.1,7.93,-0.1591
10/1/2021,0.012600715,6.1,7.93,0.25718
10/4/2021,0.000544008,6.1,7.93,0.04496
10/5/2021,0.015767346,6.1,7.93,-0.091375
10/6/2021,-0.004415922,6.1,7.93,-0.3182
10/7/2021,0.020497332,6.1,7.93,0
10/8/2021,0.004148763,6.1,7.93,0
10/11/2021,-0.012067133,6.1,7.93,0.136866667
